,id_str,file_loc,ring
1642,115385,data/gzd5/images/J134/J134659.01+035315.0.jpg,0
2024,81891,data/gzd5/images/J123/J123851.45+171415.5.jpg,0
303,303,data/gzd5/images/J111/J111805.65-000105.5.jpg,1
246,246,data/gzd5/images/J142/J142032.02+032755.3.jpg,1
217,217,data/gzd5/images/J110/J110202.51+033448.9.jpg,1
1780,40498,data/gzd5/images/J164/J164047.78+260604.0.jpg,0
1209,1209,data/gzd5/images/J103/J103221.34+105140.4.jpg,1
816,816,data/gzd5/images/J095/J095437.22+063719.5.jpg,1
1,1,data/gzd5/images/J150/J150440.21+003616.2.jpg,1
1672,47912,data/gzd5/images/J132/J132258.59+011503.5.jpg,0
1238,1238,data/gzd5/images/J112/J112014.86+194553.1.jpg,1
537,537,data/gzd5/images/J123/J123343.85+051043.9.jpg,1
1291,10277,data/gzd5/images/J013/J013604.17-051951.0.jpg,0
944,944,data/gzd5/images/J131/J131820.19+283707.9.jpg,1
370,370,data/gzd5/images/J120/J120302.65+073635.5.jpg,1
348,348,data/gzd5/images/J090/J090001.68+123137.9.jpg,1
1124,1124,data/gzd5/images/J150/J150752.80+075236.6.jpg,1
2020,32924,data/gzd5/images/J112/J112151.31+273223.7.jpg,0
708,708,data/gzd5/images/J132/J132925.39+115442.0.jpg,1
1961,48616,data/gzd5/images/J104/J104219.78-024139.3.jpg,0
1937,164410,data/gzd5/images/J151/J151703.66+192030.4.jpg,0
629,629,data/gzd5/images/J134/J134658.53+065609.1.jpg,1
1367,80505,data/gzd5/images/J150/J150345.67+282706.6.jpg,0
389,389,data/gzd5/images/J122/J122514.24+160713.1.jpg,1
831,831,data/gzd5/images/J131/J131534.62+095116.3.jpg,1
1704,80345,data/gzd5/images/J113/J113215.19-043531.9.jpg,0
696,696,data/gzd5/images/J130/J130259.22+271435.8.jpg,1
1186,1186,data/gzd5/images/J150/J150835.01-022313.0.jpg,1
259,259,data/gzd5/images/J100/J100813.78+122909.2.jpg,1
2201,139527,data/gzd5/images/J214/J214050.74-082055.9.jpg,0
2025,167944,data/gzd5/images/J112/J112146.42+222349.0.jpg,0
2050,127461,data/gzd5/images/J131/J131205.80+095721.8.jpg,0
1293,55651,data/gzd5/images/J140/J140346.22+094151.1.jpg,0
153,153,data/gzd5/images/J145/J145458.46+114156.2.jpg,1
1666,32913,data/gzd5/images/J101/J101044.58+002614.0.jpg,0
2350,65790,data/gzd5/images/J143/J143131.78+052815.0.jpg,0
2010,65100,data/gzd5/images/J083/J083447.40+232400.1.jpg,0
2320,100561,data/gzd5/images/J113/J113421.14-033702.1.jpg,0
679,679,data/gzd5/images/J163/J163743.75+251514.9.jpg,1
1222,1222,data/gzd5/images/J135/J135637.88+245818.8.jpg,1
644,644,data/gzd5/images/J144/J144020.00-020118.0.jpg,1
935,935,data/gzd5/images/J132/J132643.82+002705.1.jpg,1
1061,1061,data/gzd5/images/J104/J104933.72+040940.8.jpg,1
1845,174199,data/gzd5/images/J145/J145155.62+132124.0.jpg,0
740,740,data/gzd5/images/J150/J150448.16+321527.9.jpg,1
1418,103938,data/gzd5/images/J130/J130940.79+011457.4.jpg,0
1169,1169,data/gzd5/images/J103/J103851.70+054012.3.jpg,1
1497,133382,data/gzd5/images/J113/J113233.80-042426.0.jpg,0
1436,29210,data/gzd5/images/J082/J082932.04+133856.6.jpg,0
368,368,data/gzd5/images/J100/J100729.65+093036.0.jpg,1
637,637,data/gzd5/images/J113/J113240.56+181107.8.jpg,1
134,134,data/gzd5/images/J135/J135734.36-005842.0.jpg,1
2246,89016,data/gzd5/images/J141/J141837.07-005325.3.jpg,0
1104,1104,data/gzd5/images/J112/J112458.02+312135.9.jpg,1
1584,120641,data/gzd5/images/J014/J014208.20-071440.0.jpg,0
1841,169015,data/gzd5/images/J134/J134853.39+081646.8.jpg,0
2334,31824,data/gzd5/images/J141/J141053.93+111900.0.jpg,0
383,383,data/gzd5/images/J105/J105458.88+280103.0.jpg,1
2079,33472,data/gzd5/images/J094/J094225.44+105703.6.jpg,0
2382,115283,data/gzd5/images/J084/J084914.57+323009.1.jpg,0
1971,23103,data/gzd5/images/J112/J112216.21+002956.2.jpg,0
2430,17472,data/gzd5/images/J095/J095532.19+331956.3.jpg,0
1072,1072,data/gzd5/images/J124/J124824.01+125027.3.jpg,1
1365,49856,data/gzd5/images/J101/J101025.39-023216.9.jpg,0
1828,94802,data/gzd5/images/J122/J122007.42+083108.5.jpg,0
734,734,data/gzd5/images/J152/J152256.02+295055.7.jpg,1
1711,94178,data/gzd5/images/J094/J094142.68+283555.6.jpg,0
2208,14814,data/gzd5/images/J144/J144146.37+005513.7.jpg,0
1326,83990,data/gzd5/images/J005/J005758.88+153145.2.jpg,0
1583,23630,data/gzd5/images/J165/J165340.99+194328.2.jpg,0
44,44,data/gzd5/images/J101/J101551.42+244340.9.jpg,1
866,866,data/gzd5/images/J135/J135943.83+055035.9.jpg,1
4,4,data/gzd5/images/J124/J124706.58+172447.9.jpg,1
459,459,data/gzd5/images/J125/J125050.22+023039.7.jpg,1
1768,18411,data/gzd5/images/J232/J232336.80+163349.0.jpg,0
1449,165554,data/gzd5/images/J124/J124845.25-014458.6.jpg,0
2405,36688,data/gzd5/images/J112/J112552.55-002200.6.jpg,0
477,477,data/gzd5/images/J132/J132755.03+051343.7.jpg,1
415,415,data/gzd5/images/J122/J122932.79+111255.9.jpg,1
1121,1121,data/gzd5/images/J100/J100346.07+165512.2.jpg,1
1474,67862,data/gzd5/images/J095/J095312.87+083910.6.jpg,0
543,543,data/gzd5/images/J092/J092419.49+141406.2.jpg,1
1534,117859,data/gzd5/images/J114/J114830.60-021820.4.jpg,0
1228,1228,data/gzd5/images/J162/J162228.60+215611.2.jpg,1
711,711,data/gzd5/images/J160/J160500.28+293641.5.jpg,1
2097,66023,data/gzd5/images/J150/J150711.70+202551.9.jpg,0
1085,1085,data/gzd5/images/J134/J134144.10+002624.6.jpg,1
2183,22583,data/gzd5/images/J094/J094225.43+302435.7.jpg,0
715,715,data/gzd5/images/J162/J162424.42+180119.8.jpg,1
502,502,data/gzd5/images/J143/J143953.85+103108.1.jpg,1
943,943,data/gzd5/images/J090/J090800.03+314005.5.jpg,1
163,163,data/gzd5/images/J144/J144412.18+075658.7.jpg,1
1160,1160,data/gzd5/images/J104/J104532.98+080922.2.jpg,1
1843,266,data/gzd5/images/J105/J105646.79+231210.7.jpg,0
1093,1093,data/gzd5/images/J103/J103808.15+131737.0.jpg,1
1994,47508,data/gzd5/images/J125/J125640.92+024100.3.jpg,0
2314,90722,data/gzd5/images/J145/J145703.51+280838.4.jpg,0
324,324,data/gzd5/images/J143/J143742.32+160210.1.jpg,1
1683,12879,data/gzd5/images/J103/J103047.49+222115.0.jpg,0
2276,69426,data/gzd5/images/J090/J090301.78+122140.4.jpg,0
1453,85252,data/gzd5/images/J121/J121853.48+222016.2.jpg,0
728,728,data/gzd5/images/J141/J141144.13+260629.7.jpg,1
86,86,data/gzd5/images/J120/J120349.05+230909.1.jpg,1
601,601,data/gzd5/images/J141/J141806.78+280553.7.jpg,1
1569,48668,data/gzd5/images/J113/J113734.49-013505.0.jpg,0
1726,113586,data/gzd5/images/J021/J021603.40+005733.4.jpg,0
2021,11752,data/gzd5/images/J151/J151228.13+075826.0.jpg,0
1854,33313,data/gzd5/images/J142/J142530.95+174924.0.jpg,0
926,926,data/gzd5/images/J160/J160929.42+303204.5.jpg,1
1155,1155,data/gzd5/images/J130/J130433.44+075859.5.jpg,1
340,340,data/gzd5/images/J143/J143228.06+044555.7.jpg,1
785,785,data/gzd5/images/J104/J104744.45+221018.0.jpg,1
402,402,data/gzd5/images/J160/J160639.39+275116.6.jpg,1
1504,60048,data/gzd5/images/J150/J150309.41+270705.9.jpg,0
1316,179442,data/gzd5/images/J090/J090641.68+143536.1.jpg,0
1223,1223,data/gzd5/images/J093/J093729.44+162732.9.jpg,1
1307,71401,data/gzd5/images/J022/J022130.15-083814.5.jpg,0
634,634,data/gzd5/images/J115/J115726.70+072739.3.jpg,1
1153,1153,data/gzd5/images/J104/J104032.68+281540.2.jpg,1
1996,39846,data/gzd5/images/J024/J024404.45-002445.6.jpg,0
65,65,data/gzd5/images/J154/J154033.45+170740.6.jpg,1
2119,169677,data/gzd5/images/J112/J112836.69-062804.0.jpg,0
1239,50936,data/gzd5/images/J095/J095048.64+215523.0.jpg,0
1489,11440,data/gzd5/images/J120/J120129.89+002104.8.jpg,0
444,444,data/gzd5/images/J125/J125818.10+122327.3.jpg,1
887,887,data/gzd5/images/J114/J114933.80+122253.0.jpg,1
520,520,data/gzd5/images/J104/J104315.06+100205.9.jpg,1
1198,1198,data/gzd5/images/J085/J085700.80+003019.9.jpg,1
1231,1231,data/gzd5/images/J105/J105915.61+051129.5.jpg,1
690,690,data/gzd5/images/J143/J143300.29+041757.9.jpg,1
2176,60024,data/gzd5/images/J095/J095116.78+074948.0.jpg,0
652,652,data/gzd5/images/J082/J082043.31+180227.9.jpg,1
148,148,data/gzd5/images/J151/J151054.94+292601.2.jpg,1
1268,97563,data/gzd5/images/J140/J140606.70+014747.7.jpg,0
325,325,data/gzd5/images/J160/J160613.86+161922.6.jpg,1
2388,75697,data/gzd5/images/J144/J144845.29+135235.1.jpg,0
377,377,data/gzd5/images/J143/J143615.20+154921.8.jpg,1
759,759,data/gzd5/images/J121/J121839.23+113934.2.jpg,1
437,437,data/gzd5/images/J151/J151132.18+174810.7.jpg,1
1435,151061,data/gzd5/images/J002/J002222.99-011812.0.jpg,0
742,742,data/gzd5/images/J132/J132557.25+245014.1.jpg,1
1348,135058,data/gzd5/images/J143/J143955.16+270246.6.jpg,0
807,807,data/gzd5/images/J104/J104025.88+001521.4.jpg,1
31,31,data/gzd5/images/J105/J105303.81+125855.1.jpg,1
641,641,data/gzd5/images/J151/J151407.81+070019.0.jpg,1
1633,8752,data/gzd5/images/J142/J142125.53+271243.9.jpg,0
2455,48858,data/gzd5/images/J143/J143357.52+242512.0.jpg,0
1523,130490,data/gzd5/images/J090/J090456.32+144013.7.jpg,0
2418,142028,data/gzd5/images/J104/J104710.52-015105.1.jpg,0
1778,83189,data/gzd5/images/J121/J121714.10-030920.9.jpg,0
1440,17694,data/gzd5/images/J162/J162006.34+315400.7.jpg,0
796,796,data/gzd5/images/J165/J165355.08+245331.8.jpg,1
1406,161601,data/gzd5/images/J124/J124507.10+003539.0.jpg,0
1080,1080,data/gzd5/images/J111/J111750.61+263732.8.jpg,1
1021,1021,data/gzd5/images/J121/J121115.52+175205.8.jpg,1
2337,180724,data/gzd5/images/J091/J091650.03+171334.6.jpg,0
2199,160805,data/gzd5/images/J124/J124424.55+014556.4.jpg,0
1806,143298,data/gzd5/images/J082/J082911.79+172038.7.jpg,0
451,451,data/gzd5/images/J120/J120310.88+104552.5.jpg,1
2069,131628,data/gzd5/images/J103/J103445.55+192802.1.jpg,0
1424,119161,data/gzd5/images/J085/J085517.16+072745.6.jpg,0
1484,16930,data/gzd5/images/J113/J113653.94+244032.4.jpg,0
1585,96911,data/gzd5/images/J142/J142259.10+234739.6.jpg,0
900,900,data/gzd5/images/J170/J170109.13+210015.1.jpg,1
1605,16587,data/gzd5/images/J145/J145203.34+165625.1.jpg,0
1340,161884,data/gzd5/images/J134/J134004.13-023215.2.jpg,0
170,170,data/gzd5/images/J145/J145707.42+082005.8.jpg,1
868,868,data/gzd5/images/J114/J114552.90+101430.7.jpg,1
929,929,data/gzd5/images/J133/J133159.05+002423.7.jpg,1
2408,93349,data/gzd5/images/J113/J113048.82+310502.5.jpg,0
1078,1078,data/gzd5/images/J132/J132135.96+151917.8.jpg,1
2240,32977,data/gzd5/images/J124/J124352.60+180314.4.jpg,0
2070,62904,data/gzd5/images/J111/J111748.82+290644.6.jpg,0
1868,164019,data/gzd5/images/J004/J004135.13-094836.8.jpg,0
1207,1207,data/gzd5/images/J145/J145028.50+094748.9.jpg,1
1995,51382,data/gzd5/images/J121/J121904.56+254111.0.jpg,0
1416,33534,data/gzd5/images/J094/J094258.73-000434.8.jpg,0
104,104,data/gzd5/images/J150/J150514.30+065726.3.jpg,1
498,498,data/gzd5/images/J131/J131059.13+074040.4.jpg,1
262,262,data/gzd5/images/J135/J135040.74+175201.3.jpg,1
332,332,data/gzd5/images/J104/J104806.42+235714.5.jpg,1
1693,62589,data/gzd5/images/J095/J095834.08+074242.8.jpg,0
1048,1048,data/gzd5/images/J080/J080723.24+053924.1.jpg,1
2160,65595,data/gzd5/images/J094/J094107.84+251842.0.jpg,0
2026,182347,data/gzd5/images/J140/J140027.99+160909.3.jpg,0
550,550,data/gzd5/images/J143/J143854.30+171151.8.jpg,1
871,871,data/gzd5/images/J120/J120550.02-001104.0.jpg,1
2374,155109,data/gzd5/images/J160/J160615.68+162022.9.jpg,0
2185,86899,data/gzd5/images/J141/J141700.65+011744.3.jpg,0
724,724,data/gzd5/images/J142/J142840.82+112204.9.jpg,1
499,499,data/gzd5/images/J163/J163759.05+200729.1.jpg,1
671,671,data/gzd5/images/J143/J143931.72+091405.8.jpg,1
820,820,data/gzd5/images/J131/J131913.76-005916.0.jpg,1
1027,1027,data/gzd5/images/J151/J151259.22+151636.0.jpg,1
117,117,data/gzd5/images/J145/J145024.88+264230.4.jpg,1
1820,11805,data/gzd5/images/J122/J122758.81+084503.1.jpg,0
2189,35118,data/gzd5/images/J135/J135106.73+163558.4.jpg,0
190,190,data/gzd5/images/J151/J151925.35+254713.6.jpg,1
1872,4951,data/gzd5/images/J101/J101619.43-001428.6.jpg,0
2381,79072,data/gzd5/images/J092/J092329.82+224043.3.jpg,0
1722,981,data/gzd5/images/J013/J013449.18-003643.9.jpg,0
2336,34211,data/gzd5/images/J141/J141756.49+240057.2.jpg,0
145,145,data/gzd5/images/J130/J130910.85+103701.7.jpg,1
1429,103501,data/gzd5/images/J155/J155206.80+273331.5.jpg,0
818,818,data/gzd5/images/J102/J102526.82+065012.7.jpg,1
173,173,data/gzd5/images/J142/J142827.32+173055.7.jpg,1
2128,67564,data/gzd5/images/J140/J140047.50+083714.5.jpg,0
1111,1111,data/gzd5/images/J145/J145439.67+222852.9.jpg,1
95,95,data/gzd5/images/J105/J105647.09+295218.1.jpg,1
2036,38135,data/gzd5/images/J115/J115128.19+220132.9.jpg,0
227,227,data/gzd5/images/J150/J150630.50+190659.3.jpg,1
1634,14790,data/gzd5/images/J110/J110234.80+055601.6.jpg,0
57,57,data/gzd5/images/J142/J142851.24+295438.7.jpg,1
61,61,data/gzd5/images/J100/J100111.40+001330.0.jpg,1
276,276,data/gzd5/images/J145/J145442.22+182937.1.jpg,1
467,467,data/gzd5/images/J150/J150656.41+125048.6.jpg,1
2340,102245,data/gzd5/images/J120/J120019.42+173706.4.jpg,0
177,177,data/gzd5/images/J135/J135517.41+063343.2.jpg,1
278,278,data/gzd5/images/J152/J152222.67+204619.6.jpg,1
967,967,data/gzd5/images/J151/J151927.35+195034.1.jpg,1
33,33,data/gzd5/images/J110/J110759.11+072857.7.jpg,1
2444,149203,data/gzd5/images/J140/J140737.10-023543.0.jpg,0
1099,1099,data/gzd5/images/J163/J163453.66+231242.6.jpg,1
1983,160479,data/gzd5/images/J145/J145130.95+103757.1.jpg,0
1825,38578,data/gzd5/images/J132/J132525.63+073607.5.jpg,0
1466,15671,data/gzd5/images/J153/J153618.48+002903.8.jpg,0
584,584,data/gzd5/images/J104/J104846.80+264612.1.jpg,1
1600,119240,data/gzd5/images/J103/J103834.07+185405.3.jpg,0
1246,96268,data/gzd5/images/J142/J142650.72+064033.2.jpg,0
494,494,data/gzd5/images/J135/J135653.09+200839.0.jpg,1
2013,162600,data/gzd5/images/J133/J133429.51+073843.3.jpg,0
1836,58631,data/gzd5/images/J095/J095325.96+025859.1.jpg,0
1194,1194,data/gzd5/images/J091/J091447.27+115415.2.jpg,1
1628,6262,data/gzd5/images/J142/J142807.43+165411.7.jpg,0
622,622,data/gzd5/images/J100/J100746.03+163018.2.jpg,1
1547,150248,data/gzd5/images/J000/J000459.69-071909.7.jpg,0
59,59,data/gzd5/images/J105/J105954.89+100529.0.jpg,1
2111,84902,data/gzd5/images/J144/J144209.91+192038.5.jpg,0
367,367,data/gzd5/images/J091/J091514.90+174609.0.jpg,1
559,559,data/gzd5/images/J131/J131110.29+002621.8.jpg,1
1815,44037,data/gzd5/images/J114/J114954.42-013821.6.jpg,0
1372,39027,data/gzd5/images/J110/J110222.23+333342.7.jpg,0
1826,179914,data/gzd5/images/J091/J091134.14+170500.3.jpg,0
1488,105572,data/gzd5/images/J153/J153642.45+285631.4.jpg,0
980,980,data/gzd5/images/J104/J104223.65+280128.5.jpg,1
984,984,data/gzd5/images/J105/J105936.29+163431.6.jpg,1
1262,126569,data/gzd5/images/J113/J113637.31+071229.6.jpg,0
1314,124610,data/gzd5/images/J084/J084124.95+320232.4.jpg,0
2424,76147,data/gzd5/images/J114/J114751.68+251829.6.jpg,0
1065,1065,data/gzd5/images/J131/J131153.79+053138.4.jpg,1
1057,1057,data/gzd5/images/J141/J141609.10+061553.2.jpg,1
2,2,data/gzd5/images/J133/J133931.12-010329.2.jpg,1
1528,117902,data/gzd5/images/J150/J150807.81+092418.1.jpg,0
539,539,data/gzd5/images/J111/J111212.44+272840.2.jpg,1
2129,142615,data/gzd5/images/J113/J113359.16+102424.6.jpg,0
2357,127260,data/gzd5/images/J134/J134851.08+001916.5.jpg,0
2103,180396,data/gzd5/images/J141/J141756.20+153723.1.jpg,0
639,639,data/gzd5/images/J105/J105944.69+100414.0.jpg,1
745,745,data/gzd5/images/J152/J152832.20+285749.9.jpg,1
1703,112085,data/gzd5/images/J160/J160153.00+221633.6.jpg,0
2401,128165,data/gzd5/images/J104/J104355.00+021812.5.jpg,0
80,80,data/gzd5/images/J142/J142746.35+063551.7.jpg,1
1512,164549,data/gzd5/images/J122/J122830.51+113744.2.jpg,0
954,954,data/gzd5/images/J135/J135117.58+213230.7.jpg,1
778,778,data/gzd5/images/J123/J123253.87+233917.8.jpg,1
1782,148256,data/gzd5/images/J135/J135936.22-000225.9.jpg,0
1564,57931,data/gzd5/images/J022/J022606.20+003103.9.jpg,0
186,186,data/gzd5/images/J143/J143802.18+100944.5.jpg,1
2259,87777,data/gzd5/images/J133/J133108.19-032620.7.jpg,0
320,320,data/gzd5/images/J083/J083141.50+121745.7.jpg,1
489,489,data/gzd5/images/J120/J120535.54+221832.2.jpg,1
1204,1204,data/gzd5/images/J152/J152035.20+305858.3.jpg,1
79,79,data/gzd5/images/J102/J102411.53+275753.4.jpg,1
1956,140501,data/gzd5/images/J094/J094934.35+224719.1.jpg,0
114,114,data/gzd5/images/J112/J112944.39+054817.5.jpg,1
908,908,data/gzd5/images/J140/J140753.53+145330.2.jpg,1
2223,60887,data/gzd5/images/J003/J003929.67+010349.9.jpg,0
1629,27618,data/gzd5/images/J091/J091930.46+063639.0.jpg,0
1480,48701,data/gzd5/images/J131/J131221.55+102358.6.jpg,0
281,281,data/gzd5/images/J092/J092216.00+055021.6.jpg,1
1401,81687,data/gzd5/images/J021/J021318.14-011610.9.jpg,0
1974,151448,data/gzd5/images/J111/J111845.30+000948.8.jpg,0
430,430,data/gzd5/images/J130/J130313.54+184315.5.jpg,1
92,92,data/gzd5/images/J134/J134715.72+175824.4.jpg,1
884,884,data/gzd5/images/J110/J110722.82+044202.0.jpg,1
517,517,data/gzd5/images/J105/J105550.80+071402.6.jpg,1
28,28,data/gzd5/images/J104/J104940.43+292152.6.jpg,1
1910,18348,data/gzd5/images/J135/J135458.51-023356.0.jpg,0
536,536,data/gzd5/images/J125/J125027.90+272608.0.jpg,1
749,749,data/gzd5/images/J143/J143610.72-013009.6.jpg,1
1590,141750,data/gzd5/images/J112/J112604.85+195419.4.jpg,0
902,902,data/gzd5/images/J104/J104202.57+074623.8.jpg,1
2281,152607,data/gzd5/images/J123/J123628.90-024342.0.jpg,0
1106,1106,data/gzd5/images/J151/J151012.96+084210.9.jpg,1
956,956,data/gzd5/images/J130/J130700.00+055314.5.jpg,1
899,899,data/gzd5/images/J100/J100608.36+025808.5.jpg,1
1619,68576,data/gzd5/images/J110/J110529.50-023054.0.jpg,0
2104,164755,data/gzd5/images/J100/J100340.66+071122.4.jpg,0
495,495,data/gzd5/images/J132/J132710.21+041956.5.jpg,1
1647,132012,data/gzd5/images/J094/J094710.97+014601.9.jpg,0
1113,1113,data/gzd5/images/J092/J092617.13+304907.0.jpg,1
1410,70291,data/gzd5/images/J102/J102143.30+011428.3.jpg,0
2245,1844,data/gzd5/images/J090/J090129.69+033125.3.jpg,0
1622,102034,data/gzd5/images/J131/J131411.94+050256.7.jpg,0
2421,154258,data/gzd5/images/J104/J104900.66+122839.3.jpg,0
232,232,data/gzd5/images/J091/J091008.20+144734.1.jpg,1
1143,1143,data/gzd5/images/J083/J083714.69+044146.0.jpg,1
1304,57762,data/gzd5/images/J120/J120214.58+122900.2.jpg,0
1717,167959,data/gzd5/images/J152/J152742.59+180255.6.jpg,0
2295,98143,data/gzd5/images/J022/J022339.09-020342.8.jpg,0
1233,1233,data/gzd5/images/J104/J104202.50+154415.0.jpg,1
137,137,data/gzd5/images/J085/J085107.28+044836.6.jpg,1
751,751,data/gzd5/images/J140/J140312.79+085344.1.jpg,1
2003,84846,data/gzd5/images/J121/J121652.70-022941.0.jpg,0
2143,65769,data/gzd5/images/J130/J130814.77+101150.4.jpg,0
895,895,data/gzd5/images/J101/J101041.56+123345.6.jpg,1
1199,1199,data/gzd5/images/J133/J133305.34-010208.8.jpg,1
2093,164771,data/gzd5/images/J113/J113351.42+154313.0.jpg,0
1400,138049,data/gzd5/images/J091/J091228.76+221936.2.jpg,0
875,875,data/gzd5/images/J150/J150931.13+060921.1.jpg,1
2416,176150,data/gzd5/images/J003/J003209.87+010843.0.jpg,0
2338,81670,data/gzd5/images/J115/J115951.24+203920.3.jpg,0
2197,132564,data/gzd5/images/J121/J121738.54+102326.7.jpg,0
793,793,data/gzd5/images/J145/J145508.12-010253.0.jpg,1
1734,41570,data/gzd5/images/J131/J131948.41-024003.7.jpg,0
1568,31293,data/gzd5/images/J215/J215628.85-071009.2.jpg,0
339,339,data/gzd5/images/J142/J142830.89+171501.9.jpg,1
1014,1014,data/gzd5/images/J145/J145933.07+164006.8.jpg,1
1761,132733,data/gzd5/images/J122/J122012.85+044017.0.jpg,0
119,119,data/gzd5/images/J154/J154946.69+122354.9.jpg,1
2362,87279,data/gzd5/images/J111/J111352.80+070033.5.jpg,0
1310,176673,data/gzd5/images/J141/J141543.70+050926.5.jpg,0
2212,78514,data/gzd5/images/J115/J115759.88+000842.3.jpg,0
1838,87483,data/gzd5/images/J131/J131226.49-022728.0.jpg,0
1985,83381,data/gzd5/images/J135/J135136.04+262448.2.jpg,0
2102,108573,data/gzd5/images/J123/J123014.78-015106.2.jpg,0
2462,157745,data/gzd5/images/J145/J145335.08+265421.0.jpg,0
1775,43067,data/gzd5/images/J155/J155125.30+301332.4.jpg,0
719,719,data/gzd5/images/J155/J155717.85+201210.7.jpg,1
782,782,data/gzd5/images/J091/J091412.75+164432.3.jpg,1
2229,109060,data/gzd5/images/J121/J121353.64-002515.5.jpg,0
1496,129194,data/gzd5/images/J013/J013341.57-003913.8.jpg,0
426,426,data/gzd5/images/J150/J150300.32+270812.0.jpg,1
1608,143513,data/gzd5/images/J095/J095105.57+060433.4.jpg,0
1345,180941,data/gzd5/images/J135/J135406.06+212833.9.jpg,0
947,947,data/gzd5/images/J141/J141831.35+245356.7.jpg,1
1147,1147,data/gzd5/images/J094/J094033.83+133005.3.jpg,1
1814,139204,data/gzd5/images/J013/J013703.28+010809.1.jpg,0
2125,27486,data/gzd5/images/J130/J130738.26-023634.8.jpg,0
1241,107035,data/gzd5/images/J214/J214606.79-043038.2.jpg,0
1777,70516,data/gzd5/images/J003/J003059.93-000011.0.jpg,0
1856,132837,data/gzd5/images/J104/J104530.69-001530.0.jpg,0
735,735,data/gzd5/images/J152/J152551.35+131500.6.jpg,1
538,538,data/gzd5/images/J135/J135620.70+264354.5.jpg,1
474,474,data/gzd5/images/J135/J135636.57+250521.1.jpg,1
359,359,data/gzd5/images/J103/J103949.40+114729.8.jpg,1
2145,53424,data/gzd5/images/J112/J112522.67+232541.6.jpg,0
1709,49452,data/gzd5/images/J100/J100800.84+003610.1.jpg,0
2391,129918,data/gzd5/images/J114/J114522.69-021513.0.jpg,0
1864,43493,data/gzd5/images/J085/J085252.61+045155.6.jpg,0
1110,1110,data/gzd5/images/J090/J090716.33+135037.1.jpg,1
266,266,data/gzd5/images/J113/J113521.78-005957.0.jpg,1
1891,99310,data/gzd5/images/J130/J130312.93-033409.1.jpg,0
2094,175756,data/gzd5/images/J131/J131346.96+005741.3.jpg,0
586,586,data/gzd5/images/J090/J090630.60+164904.8.jpg,1
369,369,data/gzd5/images/J132/J132254.76+134936.9.jpg,1
316,316,data/gzd5/images/J150/J150109.87-005324.8.jpg,1
1012,1012,data/gzd5/images/J130/J130105.69+094525.9.jpg,1
257,257,data/gzd5/images/J100/J100923.37+165728.3.jpg,1
1095,1095,data/gzd5/images/J142/J142437.94-013756.2.jpg,1
948,948,data/gzd5/images/J111/J111220.06+050940.0.jpg,1
1094,1094,data/gzd5/images/J150/J150307.07+065157.5.jpg,1
282,282,data/gzd5/images/J112/J112906.48+085918.9.jpg,1
1559,44140,data/gzd5/images/J000/J000334.73-045628.3.jpg,0
1947,39835,data/gzd5/images/J084/J084839.89+230025.5.jpg,0
108,108,data/gzd5/images/J145/J145523.59+085706.2.jpg,1
1426,179922,data/gzd5/images/J121/J121851.57+055854.5.jpg,0
32,32,data/gzd5/images/J133/J133922.02+054527.6.jpg,1
29,29,data/gzd5/images/J150/J150601.26+142949.7.jpg,1
19,19,data/gzd5/images/J142/J142332.11+153243.1.jpg,1
1943,146394,data/gzd5/images/J010/J010933.11-101311.9.jpg,0
1613,2052,data/gzd5/images/J104/J104949.91+154135.9.jpg,0
110,110,data/gzd5/images/J095/J095009.36+333409.6.jpg,1
512,512,data/gzd5/images/J144/J144229.75+250501.8.jpg,1
2409,73942,data/gzd5/images/J011/J011416.09+010233.6.jpg,0
2279,37453,data/gzd5/images/J025/J025322.13+003637.0.jpg,0
2310,152686,data/gzd5/images/J124/J124807.61-075908.8.jpg,0
1663,55952,data/gzd5/images/J095/J095003.58+313323.2.jpg,0
1045,1045,data/gzd5/images/J123/J123631.37+232533.8.jpg,1
435,435,data/gzd5/images/J140/J140803.47+083128.3.jpg,1
18,18,data/gzd5/images/J132/J132111.09-003959.0.jpg,1
2139,39430,data/gzd5/images/J101/J101900.08+001512.8.jpg,0
957,957,data/gzd5/images/J152/J152329.98+202633.2.jpg,1
1744,175907,data/gzd5/images/J145/J145555.40+311549.9.jpg,0
914,914,data/gzd5/images/J104/J104539.92+175830.9.jpg,1
21,21,data/gzd5/images/J103/J103151.67+075810.3.jpg,1
681,681,data/gzd5/images/J155/J155400.06+281912.4.jpg,1
1352,57672,data/gzd5/images/J084/J084016.77+073133.3.jpg,0
1005,1005,data/gzd5/images/J105/J105812.25+073418.0.jpg,1
100,100,data/gzd5/images/J125/J125711.08+084408.6.jpg,1
392,392,data/gzd5/images/J131/J131303.75+105011.1.jpg,1
2227,15068,data/gzd5/images/J115/J115631.14+182133.9.jpg,0
1545,137319,data/gzd5/images/J110/J110139.47+093337.5.jpg,0
704,704,data/gzd5/images/J095/J095049.87+170818.2.jpg,1
813,813,data/gzd5/images/J142/J142923.36+171403.5.jpg,1
2437,54064,data/gzd5/images/J131/J131021.57+234323.7.jpg,0
2217,47412,data/gzd5/images/J122/J122951.12+042654.4.jpg,0
1029,1029,data/gzd5/images/J102/J102731.12+080946.2.jpg,1
2177,159178,data/gzd5/images/J104/J104739.44+071028.3.jpg,0
