objid,sample,asset_id,name,pgc,img_name,row_txt
587733603734651237,original,70288,J165223.77+315353.9,1970114,70288,9003
587733603736027165,original,70321,MRK 0504,59440,70321,9069
587733604257104044,original,70452,J143836.51+545526.2,2484714,70452,6712
587733604257562941,original,70458,J144446.93+541544.9,2464424,70458,6825
587733604262150472,original,70516,J153924.11+480837.0,2311329,70516,7908
587733604262805756,original,70533,J154520.45+470326.0,2291640,70533,7993
587733604265754941,original,70569,J161222.18+421643.0,140587,70569,8439
587733604266934547,original,70595,J162121.31+401836.3,2163908,70595,8574
587733604266999854,original,70597,J162144.63+401216.4,2162276,70597,8576
587733604270145697,original,70666,J164511.79+343817.1,3501665,70666,8913
587733604273881231,original,70724,J170906.22+274748.0,1818234,70724,9135
587733604791681147,original,70759,J140510.27+572732.4,2565908,70759,6117
587733604804067472,original,70931,J162538.62+400555.4,3498920,70931,8658
587733604804460722,original,70961,KUG 1627+395,.......,70961,8726
587733604804526169,original,70975,J162920.03+392544.7,58324,70975,8736
587733605328748678,original,71148,J141014.83+574632.6,2570939,71148,6190
587733605330714835,original,71187,J143916.76+553859.8,3488137,71187,6737
587733605332025547,original,71222,J145738.79+541327.2,2463336,71222,7095
587733605335367694,original,71259,J153619.29+493427.9,55571,71259,7873
587733605336809564,original,71286,UGC 10070,56207,71286,8071
587733605337989288,original,71307,J160214.01+452804.9,2265448,71307,8239
587733605337989376,original,71309,J160215.43+452001.9,2263207,71309,8240
587733605338054945,original,71312,J160326.30+452031.9,3495912,71312,8270
587733605339889822,original,71333,J161837.80+420826.1,2193156,71333,8528
587733605341069514,original,71358,J162741.06+401255.8,2162460,71358,8698
587733605341331565,original,71377,J162947.92+394258.1,214504,71377,8742
587733605343691147,original,71410,J164722.27+352847.8,3501877,71410,8944
587733605345657299,original,71442,J165939.62+315030.0,3502596,71442,9059
587733608020508953,original,71659,J165113.51+320239.7,3502203,71659,8982
587733608553709617,original,71778,CGCG 196-067,58186,71778,8689
587733608555020541,original,71797,KUG 1635+365B,58613,71797,8823
587733608555216924,original,71800,IC 4614,58641,71800,8831
587733608558624870,original,71858,J170023.62+295241.8,1881568,71858,9064
587733609090449709,original,72028,MCG +07-34-045,58214,72028,8701
587733609092284610,original,72053,J164117.09+360546.8,2074909,72053,8873
587733609097331283,original,72167,J171321.17+263933.2,1784160,72167,9185
587733609621881052,original,72185,MCG +08-29-001,55806,72185,7936
587733609623912550,original,72224,MCG +08-29-034,56751,72224,8231
587733609627123929,original,72276,UGC 10404,58227,72276,8703
587733609627189601,original,72285,J162837.31+394155.9,2154233,72285,8724
587733609628696658,original,72327,CGCG 197-002,58720,72327,8847
587733609629614202,original,72335,J164559.19+352732.0,3088550,72335,8925
587733610160390318,original,72469,J155902.19+461044.3,2276752,72469,8178
587733610163536179,original,72505,CGCG 224-024,58121,72505,8677
587734174950752680,original,72570,J173609.77+531228.9,2434592,72570,9298
587734175492604270,original,72690,J175146.06+420407.1,2191833,72690,9352
587734621626564954,original,72802,J080218.44+242139.9,1705577,72802,208
587734621627679140,original,72813,J081101.50+260052.0,1759207,72813,290
587734621634429055,original,72926,J090825.76+351133.5,3454651,72926,919
587734621637443607,original,72968,J093720.76+385335.3,2138999,72968,1293
587734622164484412,original,73090,J080905.67+260838.9,1764415,73090,280
587734622173331543,original,73217,J092611.03+380745.2,2118619,73217,1123
587734622700830880,original,73337,J080401.86+254223.5,1746611,73337,219
587734622700896691,original,73342,J080452.20+254543.8,1748799,73342,224
587734622702993653,original,73368,J082054.50+285011.0,1847473,73368,402
587734622703976601,original,73391,J082822.80+302123.3,1900534,73391,482
587734622704042199,original,73401,J082910.10+302305.4,139109,73401,488
587734622711644344,original,73551,CGCG 210-023,27610,73551,1315
587734623247532230,original,73787,J092932.84+392131.5,26941,73787,1180
587734690353447064,original,74035,CGCG 034-058,27042,74035,1229
587734690883633199,original,74040,J083026.38+051445.0,3448972,74040,504
587734690888876210,original,74101,J091807.80+065815.9,1311178,74101,1040
587734691424895006,original,74171,NGC 2775,25861,74171,946
587734691959996651,original,74245,CGCG 033-018 NED01,.......,74245,745
587734841741869577,original,74381,J074807.18+223728.0,1673295,74381,93
587734841742262531,original,74387,J075101.33+231233.1,1683363,74387,118
587734861609566218,original,74466,J101632.09+073423.0,3753354,74466,1781
587734861609893978,original,74475,J101953.91+074910.2,3464732,74475,1825
587734861610614878,original,74496,J102617.48+074900.4,1331693,74496,1933
587734861611204771,original,74505,CGCG 037-067,31087,74505,2014
587734861612712066,original,74535,J104533.00+080921.8,3760109,74535,2270
587734862143291613,original,74550,J094755.47+072559.6,1321694,74550,1387
587734862146633898,original,74596,J101815.94+080840.2,.......,74596,1794
587734862147158131,original,74615,J102318.46+081230.4,1341711,74615,1894
587734862148665469,original,74633,J103659.39+082739.3,1347346,74633,2129
587734862684684367,original,74737,J102847.39+085036.7,1354696,74737,1974
587734863218409640,original,74798,J100001.01+083001.9,1348119,74798,1533
587734863219785850,original,74816,J101238.38+084436.8,1352877,74816,1718
587734891677679716,original,75113,J114421.96+085800.2,1357128,75113,3398
587734891680104497,original,75150,CGCG 069-053,38442,75150,3851
587734891680628823,original,75160,J121126.31+090501.4,.......,75160,3953
587734891682398219,original,75205,J122752.36+090328.6,94227,75205,4267
587734891682791520,original,75221,J123158.03+090556.1,1359588,75221,4324
587734891683119143,original,75227,VCC 1579,41857,75227,4376
587734892211142692,original,75285,IC 0676,34107,75285,2842
587734892751552552,original,75525,CGCG 068-056,36648,75525,3429
587734893286916207,original,75695,J113145.76+100327.1,1373953,75695,3197
587734893287440431,original,75706,IC 2941,35881,75706,3266
587734893288489049,original,75733,J114552.87+101430.6,1376670,75733,3443
587734893820379183,original,75857,J105954.65+100530.2,33129,75857,2570
587734893820379222,original,75859,UGC 06072,33114,75859,2545
587734893826277466,original,75947,J115419.55+103947.9,1382712,75947,3623
587734893827195005,original,75981,J120310.88+104552.5,.......,75981,3770
587734893830340669,original,76041,VPC 0850,.......,76041,4329
587734894364655689,original,76157,IC 3012,38546,76157,3879
587734894366687255,original,76175,NGC 4429,40850,76175,4260
587734894366883919,original,76179,VIII Zw 188,41210,76179,4308
587734948047814872,original,76254,J090422.65+073317.3,3527856,76254,874
587734948052598877,original,76343,CGCG 063-070,28152,76343,1383
587734948584816672,original,76542,CGCG 033-057,25494,76542,877
587734948594253999,original,76680,J103143.61+105701.3,1386811,76680,2009
587734948594319477,original,76683,J103221.31+105140.3,1385540,76683,2021
587734948596809808,original,76734,J105523.45+111859.2,1391832,76734,2469
587734949125816495,original,76892,J094244.63+094739.9,1370171,76892,1338
587734949653971069,original,77055,J082242.47+070518.9,1313592,77055,413
587734949667536986,original,77255,CGCG 065-036,30696,77255,1941
587734949668061373,original,77261,J103208.96+113747.3,1396407,77261,2019
587734949668913277,original,77274,J103949.39+114729.9,1398835,77274,2161
587735042542862436,original,77603,MCG +06-21-001,26134,77603,1021
587735042544238783,original,77625,J092947.55+353151.6,2065962,77625,1187
587735043072655368,original,77701,CGCG 119-013,23049,77701,324
587735043075866709,original,77745,J084029.18+292640.7,1866485,77745,589
587735043606708636,original,77866,J075052.94+212143.2,1648451,77866,112
587735043608412189,original,77880,J080359.23+234520.1,3445790,77880,214
587735043618439352,original,78043,J093210.21+364938.1,3530525,78043,1233
587735044156883094,original,78251,J094714.41+384753.4,2136787,78251,1379
587735236881678652,original,78464,J080359.43+240232.5,1698561,78464,216
587735236882792782,original,78481,J081259.23+253703.3,3446588,78481,323
587735239571275911,original,78617,J095544.97+375615.2,2113498,78617,1470
587735240100479112,original,78649,J084143.57+293044.4,1868698,78649,621
587735240101265686,original,78661,J084904.51+303141.3,1907368,78661,706
587735240101527708,original,78662,NGC 2679,24884,78662,723
587735240104476776,original,78701,CGCG 181-007,26261,78701,1035
587735240108343435,original,78747,J095725.36+383218.6,2129843,78747,1485
587735240636760291,original,78761,J083614.40+290316.7,1854284,78761,561
587735240639053968,original,78790,J085558.76+315757.9,1973386,78790,784
587735240640102602,original,78819,J090528.94+332318.8,2030972,78819,884
587735241174155464,original,78912,J083918.66+300606.8,1890317,78912,582
587735241713451178,original,79090,J085921.47+333835.8,2036230,79090,816
587735241713582173,original,79092,J090054.33+334658.1,2038711,79092,846
587735241713975433,original,79097,J090433.58+340902.9,3527875,79097,875
587735342655471713,original,79209,J100729.65+093036.1,1366164,79209,1628
587735343179432232,original,79227,J081006.77+051553.3,1280679,79227,285
587735343188279323,original,79354,VIII Zw 048,26961,79354,1198
587735343191621644,original,79391,J100042.18+095218.3,1371222,79391,1537
587735343716041431,original,79409,J080723.23+053923.6,.......,79409,261
587735343721283649,original,79465,J085433.49+074455.3,1329827,79465,767
587735346952142996,original,79930,J102320.74+120438.5,1403382,79930,1895
587735346953715821,original,79938,J103756.80+123004.8,3537776,79938,2145
587735346956861548,original,79975,CGCG 066-118,33714,79975,2734
587735346963021914,original,80070,J120529.97+134339.5,1438813,80070,3807
587735347484164179,original,80241,J093855.79+104613.9,1384230,80241,1310
587735347485475054,original,80272,J095044.41+112302.0,1392785,80272,1406
587735347485606135,original,80277,J095204.64+112127.0,1392399,80277,1417
587735347486195925,original,80284,J095713.76+112809.1,1394099,80284,1484
587735347487768738,original,80318,J101135.37+120531.4,1403649,80318,1709
587735347489341493,original,80346,CGCG 065-033,30663,80346,1937
587735347491831887,original,80379,J104929.24+130742.1,1423550,80379,2365
587735347494060244,original,80407,J111049.31+133633.8,1435553,80407,2775
587735347497140259,original,80457,J113933.03+135707.8,3090748,80457,3324
587735347498582139,original,80496,J115257.91+140705.6,1449686,80496,3584
587735348017168576,original,80691,CGCG 061-049 NED01,.......,80691,863
587735348024115249,original,80788,J100644.93+121356.7,1405954,80788,1620
587735348026736709,original,80836,J103108.91+130549.4,1422838,80836,2000
587735348026998976,original,80842,J103344.67+130349.9,.......,80842,2063
587735348027457727,original,80854,J103808.14+131736.9,1427416,80854,2149
587735348028375083,original,80873,J104624.67+133422.6,3760329,80873,2289
587735348032176336,original,80933,IC 2761,.......,80933,3037
587735348032831709,original,80943,J112818.31+142110.6,1455878,80943,3127
587735348548796441,original,81114,J081510.71+072300.6,3522963,81114,337
587735348549321453,original,81123,J082006.15+075046.9,.......,81123,372
587735348552728937,original,81166,J085058.46+092724.0,1365380,81166,719
587735348559806498,original,81238,J095537.77+121843.9,3090972,81238,1465
587735348565770341,original,81341,NGC 3419,32535,81341,2400
587735348567015522,original,81351,J110251.23+142010.7,3764869,81351,2614
587735348572061840,original,81450,J115035.57+145305.0,1469593,81450,3553
587735349101133857,original,81770,NGC 3300,31472,81770,2100
587735349101854825,original,81785,J104326.42+142137.1,1456069,81785,2219
587735349102051341,original,81791,J104528.05+141623.8,3090729,81791,2246
587735349104345190,original,81824,J110647.28+144236.4,3766030,81824,2694
587735349105066115,original,81832,J111348.35+150103.7,3767715,81832,2875
587735349105852550,original,81847,J112107.71+150802.3,1476192,81847,3023
587735349108670567,original,81906,J114744.00+152534.1,.......,81906,3496
587735349114961988,original,82022,J124719.25+152547.5,3551609,82022,4543
587735349636300832,original,82105,CGCG 065-002,30244,82105,1833
587735349640167487,original,82152,CGCG 095-076,32922,82152,2503
587735349644361909,original,82210,J113647.12+154311.6,1491715,82210,3274
587735428546494576,original,82372,J134823.08+463533.7,2283812,82372,5761
587735429080481937,original,82432,J131107.75+482803.8,2318147,82432,5005
587735429081858131,original,82451,J132942.83+475304.3,3087449,82451,5368
587735429615321217,original,82500,J124326.93+492734.0,2343604,82500,4484
587735430152519864,original,82597,J124806.76+494847.2,2354239,82597,4558
587735430692012175,original,82720,J132508.41+492542.9,.......,82720,5279
587735431225344047,original,82752,MCG +09-21-022,41909,82752,4384
587735431226130460,original,82766,CGCG 270-020,43098,82766,4532
587735431227637904,original,82788,J130750.95+501523.0,3087336,82788,4936
587735431231897778,original,82831,J140559.43+474833.5,3484891,82831,6130
587735489208910033,original,82877,J142513.64+444125.8,2249853,82877,6424
587735489745780947,original,82977,J142618.90+451031.5,3486733,82977,6433
587735489748336733,original,82997,NGC 5787,53339,82997,7048
587735491356721178,original,83266,CGCG 247-040,51941,83266,6565
587735491359342853,original,83294,J150304.48+431345.5,2215886,83294,7180
587735491359539384,original,83297,J150429.05+425921.3,2210505,83297,7203
587735660479643842,original,83400,MCG +07-22-064,32238,83400,2312
587735661012582521,original,83476,J100425.52+362753.4,2081094,83476,1572
587735661550960734,original,83664,J101948.57+380606.9,2117864,83664,1821
587735662080819295,original,83734,J090800.01+314005.5,1958331,83734,917
587735662087504035,original,83849,J101523.83+380957.0,2119609,83849,1763
587735662089797791,original,83913,J104034.47+395149.7,2156871,83913,2167
587735662619000893,original,83956,J091910.64+332529.5,2031768,83956,1067
587735662624309300,original,84046,NGC 3151,29796,84046,1743
587735662624506029,original,84058,J101617.58+384024.4,2133475,84058,1777
587735662626078725,original,84078,J103305.85+395227.2,2157035,84078,2049
587735662626799829,original,84119,J104152.99+402215.4,2164804,84119,2176
587735663156461700,original,84158,NGC 2859,26649,84158,1106
587735663161442343,original,84224,KUG 1013+394,29972,84224,1771
587735663162949799,original,84292,J103222.64+401958.5,2164238,84292,2025
587735663163211958,original,84301,J103555.03+402554.5,3537410,84301,2084
587735664765763608,original,84325,J131748.65+554139.9,3087038,84325,5143
587735664769761415,original,84390,J141738.41+524135.4,2421349,84390,6293
587735664771006544,original,84403,J143359.25+513037.8,2395275,84403,6587
587735664775725217,original,84469,J152841.48+453437.4,3492600,84469,7719
587735665304010967,original,84572,J134017.77+551807.3,2497348,84572,5605
587735665307222222,original,84627,J142637.65+522933.7,2416363,84627,6437
587735665309188299,original,84663,J145221.35+502133.6,3087351,84663,6964
587735665309319328,original,84666,J145327.70+501554.2,2367874,84666,7010
587735665838784614,original,84876,J130726.22+564528.5,2546851,84876,4924
587735665838981278,original,84880,J131055.24+564158.6,3481109,84880,5001
587735665841143925,original,84928,J134503.73+553433.6,2507012,84928,5686
587735665844355129,original,84966,MRK 0815,51927,84966,6562
587735665853923346,original,85081,J161237.20+392508.3,2149442,85081,8444
587735665856544903,original,85122,KUGX 1631+350,.......,85122,8764
587735665856610653,original,85124,J163401.87+345903.4,3500317,85124,8775
587735666381684877,original,85307,UGC 09442,52329,85307,6716
587735666391777575,original,85445,J162247.95+380203.1,3498453,85445,8600
587735666392105255,original,85457,KUGX 1623+376,.......,85457,8645
587735666392170649,original,85461,J162541.95+373059.4,2102645,85461,8659
587735666394857764,original,85495,J164454.99+324818.1,2012995,85495,8910
587735666395316679,original,85505,LCSB S2280P,.......,85505,8951
587735666395972120,original,85520,J165314.83+304733.4,1918238,85520,9028
587735666918031532,original,85636,J143307.43+532847.0,2442242,85636,6575
587735666927009829,original,85736,UGC 10252,57386,85736,8389
587735694830993505,original,85934,J114442.71+560326.3,83481,85934,3410
587735694837481557,original,86048,J132936.15+550540.9,3087042,86048,5361
587735695368978528,original,86196,J120258.39+564501.5,2546605,86196,3749
587735695370485902,original,86243,MCG +10-18-052,41002,86243,4294
587735695370747961,original,86249,UGC 07691,41564,86249,4333
587735695374418047,original,86304,J133144.27+552841.4,2503529,86304,5393
587735695380512837,original,86383,NGC 5794,53378,86383,7076
587735695911813300,original,86540,J134031.42+553543.1,2507704,86540,5617
587735695917973613,original,86613,CGCG 248-051,53787,86613,7201
587735696977363108,original,86863,MCG +10-16-131,35032,86863,3062
587735696980705286,original,86952,NGC 4290,39859,86952,4127
587735696987652250,original,87095,J141423.03+544223.6,2477722,87095,6249
587735697515217013,original,87167,J114031.53+580548.5,2574505,87167,3336
587735697516265595,original,87184,J115859.42+581448.5,3097488,87184,3703
587735697519870048,original,87233,MCG +10-19-014,44877,87233,4783
587735697520459914,original,87242,J131120.69+574901.7,3481135,87242,5011
587735697523605705,original,87321,J140153.08+554828.8,2515044,87321,6050
587735697524588634,original,87355,J141602.76+545317.0,2483579,87355,6267
587735742074650810,original,87433,J151642.67+365852.1,3843357,87433,7482
587735742610473138,original,87492,J150730.16+383422.5,2130733,87492,7270
587735742613487956,original,87527,J153635.28+344958.6,2055262,87527,7877
587735742616764690,original,87587,J160523.20+302621.9,1903863,87587,8312
587735742621352507,original,87695,J164153.37+234437.6,3571805,87695,8877
587735743684608181,original,87957,J151321.44+385026.6,2137790,87957,7414
587735743696142997,original,88165,J165211.53+224523.6,1675585,88165,9000
587735744225280260,original,88261,J155105.99+342552.0,2049101,88261,8069
587735744226918611,original,88300,J160512.03+321017.9,1983872,88300,8309
587735744227967169,original,88336,J161340.08+303910.6,1912304,88336,8454
587735744230654380,original,88396,J163524.89+263633.8,1782385,88396,8794
587735744232423770,original,88420,J164836.22+235058.3,1694842,88420,8958
587736477057024127,original,88590,J145523.59+085706.4,1356872,88590,7069
587736477057745049,original,88609,J150134.91+085146.1,1355080,88609,7162
587736477058466027,original,88641,J150819.09+083640.3,1350226,88641,7299
587736477060694139,original,88712,CGCG 049-174,55210,88712,7724
587736477062004749,original,88731,UGC 09964,55759,88731,7922
587736477588390083,original,88789,CGCG 074-080,50173,88789,6106
587736477588848646,original,88794,J140839.66+105024.1,3820416,88794,6169
587736477597696163,original,89025,J153017.18+080953.3,3091625,89025,7761
587736477602611535,original,89088,J161501.62+060922.4,3091863,89088,8463
587736478123229265,original,89103,J134540.84+114447.2,1398174,89103,5696
587736478125064331,original,89121,J140253.72+112228.3,1392656,89121,6069
587736478126112804,original,89132,UGC 09089,50737,89132,6207
587736478129389646,original,89167,J144301.16+101716.0,1377336,89167,6810
587736478661279833,original,89368,CGCG 074-014,49627,89368,5917
587736478673207353,original,89593,J154638.92+081947.9,1344635,89593,8013
587736479198478491,original,89658,CGCG 074-037,49853,89658,5999
587736479205621827,original,89779,CGCG 076-151,53914,89779,7247
587736523760009369,original,89834,J135535.92+055305.0,1290748,89834,5884
587736523760271600,original,89849,J135804.32+055745.7,3816840,89849,5928
587736523760468187,original,89857,J135943.87+055035.7,3817392,89857,5983
587736523760599321,original,89862,J140103.02+054504.3,1288531,89862,6027
587736523762172073,original,89911,J141515.35+053823.4,1286728,89911,6262
587736524294914121,original,89985,UGC 08610 NOTES01,.......,89985,5530
587736524297863275,original,90031,J140441.61+061441.8,1297087,90031,6107
587736524832833555,original,90158,J134658.55+065609.4,1310438,90158,5732
587736524838469833,original,90289,J143850.45+060500.6,1294269,90289,6726
587736525368262833,original,90307,J133409.16+072651.1,1322017,90307,5462
587736525369573600,original,90331,J134610.55+072201.1,1320105,90331,5700
587736525374095576,original,90429,CGCG 047-053,51646,90429,6448
587736525909917904,original,90542,CGCG 046-090,51092,90542,6302
587736526441676849,original,90577,J133102.10+081432.3,1342581,90577,5384
587736526441676959,original,90578,J133110.96+081809.9,.......,90578,5387
587736541480812709,original,90794,J141509.52+080553.6,1338906,90794,6259
587736541481533486,original,90821,CGCG 047-026,51318,90821,6364
587736541485990213,original,90874,J150307.04+065157.6,3839092,90874,7183
587736541486776689,original,90887,J151015.78+063844.7,4544334,90887,7331
587736541491429761,original,90979,J155225.36+052238.5,1282479,90979,8085
587736541742235666,original,90991,J131030.46+090121.5,3803510,90991,4996
587736542011261170,original,91006,J131618.16+092530.5,3805182,91006,5125
587736542013817029,original,91027,J133951.93+091007.4,1360825,91027,5597
587736542014603462,original,91042,J134718.92+090134.5,3091459,91042,5746
587736542015258800,original,91054,J135259.19+085240.0,1355370,91054,5841
587736542016503949,original,91077,J140428.22+084604.1,4399899,91077,6103
587736542016897211,original,91080,J140803.47+083128.4,1348553,91080,6149
587736542017945743,original,91106,J141800.20+082054.4,1345031,91106,6297
587736542019911836,original,91136,J143553.86+075652.5,1335097,91136,6638
587736542023319820,original,91180,J150717.71+071049.6,3840140,91180,7264
587736542023909708,original,91206,J151246.87+070434.3,84502,91206,7394
587736542024040628,original,91209,J151407.78+070019.1,84529,91209,7447
587736542027448621,original,91309,J154446.06+055344.3,3567318,91309,7991
587736542029021248,original,91334,J155904.32+053510.0,1285827,91334,8195
587736542548066484,original,91361,J131534.62+095116.6,1370962,91361,5097
587736542550753448,original,91413,J134033.88+093024.5,1366111,91413,5622
587736542551015449,original,91416,J134245.94+092648.8,1365232,91416,5665
587736542553505877,original,91473,UGC 09015,50287,91473,6126
587736542553899149,original,91482,CGCG 074-122,50514,91482,6181
587736542554292351,original,91487,CGCG 074-143,50783,91487,6223
587736542555013343,original,91500,J141955.78+085157.2,1355145,91500,6334
587736542555865366,original,91504,J142744.35+083902.8,1350996,91504,6446
587736542560715018,original,91606,J151157.28+073107.1,84476,91606,7370
587736542561501352,original,91668,J151943.06+071436.1,1317122,91668,7560
587736542562156790,original,91693,UGC 09838,55044,91693,7678
587736542563598390,original,91728,J153832.34+064234.3,3850580,91728,7901
587736542564057540,original,91742,J154300.81+062944.1,1301816,91742,7969
587736543088673055,original,91869,J135035.90+094222.1,1368875,91869,5802
587736543088935117,original,91880,J135245.17+093751.5,1367815,91880,5834
587736543090114634,original,91912,NGC 5436,50104,91912,6094
587736543090245805,original,91924,J140445.28+093543.9,.......,91924,6108
587736543091556427,original,91944,J141656.27+092010.4,3823332,91944,6279
587736543093850403,original,91974,J143825.57+085103.4,1354850,91974,6704
587736543095357521,original,92001,J145209.37+082703.9,1347120,92001,6955
587736543095947393,original,92010,NGC 5790,53459,92010,7093
587736543095947447,original,92011,J145707.43+082005.8,1344735,92011,7087
587736543099945346,original,92167,CGCG 050-027,55466,92167,7841
587736543100010936,original,92169,J153449.76+070545.1,.......,92169,7862
587736543103877708,original,92235,J161003.83+055619.5,3860675,92235,8378
587736543621349480,original,92249,CGCG 072-018,45810,92249,5019
587736543625805943,original,92328,J135239.47+100528.5,1374436,92328,5830
587736543628230828,original,92382,J141509.97+094458.6,1369512,92382,6260
587736543630852175,original,92431,UGC 09443,52380,92431,6740
587736545237270895,original,92515,J145935.04+044934.1,1273858,92515,7119
587736545238516015,original,92535,J151055.48+043611.6,1270552,92535,7336
587736545239105860,original,92554,J151635.68+043201.7,3843318,92554,7481
587736545773289597,original,92590,CGCG 048-034,53078,92590,6953
587736545779712073,original,92764,J155023.12+035924.4,3854551,92764,8063
587736546311340167,original,92846,J150253.31+053422.2,.......,92846,7174
587736546311405955,original,92850,J150328.93+053812.2,3839209,92850,7188
587736546313044118,original,92912,CGCG 049-114,54640,92912,7535
587736546313109537,original,92920,J151845.21+051318.4,1279984,92920,7543
587736546313634185,original,92943,J152343.10+050224.6,1277216,92943,7652
587736546577285356,original,93042,J143951.48+055858.3,1292506,93042,6751
587736546849325225,original,93139,J151317.51+054515.0,1288571,93139,7412
587736546849456308,original,93145,J151431.12+054659.1,3842640,93145,7454
587736546851094651,original,93184,J152918.37+052106.4,1282050,93184,7744
587736546851553490,original,93192,CGCG 050-025,55439,93192,7834
587736547384360965,original,93269,J145613.82+063936.8,3836994,93269,7080
587736547388293338,original,93386,J153237.97+054604.9,1288808,93386,7802
587736547392356873,original,93430,J160916.02+044454.8,3860400,93430,8368
587736584425439341,original,93491,J135254.62+391453.9,3088126,93491,5835
587736584426160282,original,93505,J140049.37+384708.3,2136467,93505,6023
587736584429306061,original,93551,NGC 5686,52189,93551,6641
587736584434483415,original,93655,J152635.48+311422.0,1938010,93655,7698
587736584437170355,original,93693,J155047.65+280305.2,3494228,93693,8065
587736584442806581,original,93809,J163732.81+204546.7,1635367,93809,8827
587736584962900210,original,93832,J140055.70+392442.1,2149310,93832,6025
587736584966504677,original,93880,J143937.29+363312.1,2082685,93880,6743
587736584967160102,original,93900,J144642.78+355322.2,2071578,93900,6859
587736584968339666,original,93912,J145824.03+344641.4,3562651,93912,7113
587736584974238006,original,94037,J155400.07+281912.4,1832455,94037,8102
587736584974565582,original,94045,J155638.93+275523.8,1821617,94045,8139
587736584980595160,original,94203,J164528.38+193951.3,1600979,94203,8918
587736585507832002,original,94363,J152450.21+322847.2,3565406,94363,7676
587736585513599113,original,94499,J161622.01+252549.4,1736199,94499,8497
587736585513795670,original,94504,J161740.66+251113.0,1728105,94504,8511
587736585514582309,original,94525,J162342.57+240124.6,1698199,94525,8610
587736585518383590,original,94573,J165339.38+184135.8,3572899,94573,9032
587736586035134610,original,94592,J134405.21+410831.4,2176345,94592,5677
587736586035396759,original,94595,J134702.67+405257.4,2172381,94595,5734
587736586036707470,original,94605,J140207.42+400815.1,3558199,94605,6054
587736586044112971,original,94690,J152018.01+332535.2,3565147,94690,7575
587736586044113000,original,94692,J152017.77+332342.2,2031134,94692,7574
587736586044178627,original,94700,J152050.87+332317.9,2030973,94700,7601
587736586047783037,original,94765,J155435.54+291320.1,1859519,94765,8121
587736586048110825,original,94787,J155644.41+284415.6,3494872,94787,8141
587736586048110936,original,94789,J155704.71+283949.7,1842333,94789,8143
587736586052895049,original,94882,J163634.20+222639.7,3571385,94882,8816
587736586055320047,original,94902,J165521.27+185641.6,1575390,94902,9041
587736586055647728,original,94912,J165747.19+183224.7,3090247,94912,9054
587736586572005447,original,94924,NGC 5289,48749,94924,5691
587736586575085726,original,94957,J141948.73+392100.6,2148188,94957,6332
587736586582360385,original,95036,J153443.94+321641.4,1989393,95036,7859
587736618246078733,original,95048,J151434.16+322556.2,1996619,95048,7456
587736618790027273,original,95330,J161731.13+241724.0,1703959,95330,8507
587736619320410193,original,95436,J152159.80+323623.8,3565262,95436,7619
587736619324997705,original,95571,J160316.31+271122.2,1800454,95571,8251
587736619328668120,original,95656,J163311.11+221139.4,1665342,95656,8769
587736619331223754,original,95679,J165256.79+183938.2,1566311,95679,9026
587736619857215577,original,95702,J152223.47+325858.4,3565290,95702,7631
587736619859312764,original,95742,J154130.01+303842.7,1911988,95742,7934
587736619864424894,original,95870,J162542.41+240809.1,3865528,95870,8660
587736619866980585,original,95912,J164540.06+203259.3,3872010,95912,8920
587736620394479849,original,95974,J152653.13+325644.3,2018274,95974,7702
587736620398608635,original,96060,J160414.14+275925.4,3441881,96060,8290
587736620398936316,original,96069,J160716.56+273515.7,3496513,96069,8357
587736620403523682,original,96125,J164344.24+211842.1,1647419,96125,8896
587736751929360622,original,96143,MCG +06-35-004,55970,96143,7997
587736751931261143,original,96189,J160244.83+330347.4,3569494,96189,8242
587736752465903802,original,96288,J154408.06+363324.0,2082723,96288,7979
587736753006248071,original,96573,J161455.23+314858.7,1965925,96573,8461
587736753545806193,original,96768,J163727.12+275246.3,1820441,96768,8825
587736753546199168,original,96789,J164021.46+271651.2,3870307,96789,8849
587736753546657795,original,96801,J164315.97+263633.9,1782392,96801,8884
587736781993803924,original,96915,J154327.92+362215.1,94804,96915,7971
587736782001865116,original,97122,J164803.90+240915.5,1700919,97122,8948
587736782002454592,original,97141,NGC 6243,59161,97141,9020
587736782533099727,original,97226,J160556.98+331056.7,2025717,97226,8327
587736782539128947,original,97328,J165210.74+235244.6,1695392,97328,8998
587736782539194631,original,97336,J165211.03+234439.6,1692904,97336,8999
587736783075279216,original,97521,J164815.04+251523.7,3089531,97521,8949
587736783076261924,original,97531,J165456.51+234400.8,3573017,97531,9040
587736783076655448,original,97540,J165736.04+230500.8,3573233,97540,9052
587736783077507779,original,97547,J170341.04+214110.6,1655082,97547,9102
587736802934784141,original,97689,J130135.88+133359.0,1434386,97689,4793
587736803472965670,original,97754,J131356.91+134827.5,1441102,97754,5074
587736804008722435,original,97771,NGC 4935,45093,97771,4830
587736804545593544,original,97802,CGCG 100-026 NED03,.......,97802,4843
587736807225294960,original,97912,J132610.98+131544.5,3090868,97912,5297
587736807226146947,original,97922,CGCG 073-031,47797,97922,5463
587736807761772711,original,97955,J132254.80+134937.2,3807040,97955,5237
587736807766228997,original,98031,CGCG 074-076,50135,98031,6099
587736807769309473,original,98081,J143318.43+115123.8,3828672,98081,6579
587736807771406599,original,98149,J145231.65+110329.5,1388275,98149,6971
587736808298774638,original,98173,NGC 5132,46868,98173,5274
