ra,dec,smooth-or-featured-gz2_smooth,smooth-or-featured-gz2_featured-or-disk,smooth-or-featured-gz2_artifact,disk-edge-on-gz2_yes,disk-edge-on-gz2_no,bar-gz2_yes,bar-gz2_no,has-spiral-arms-gz2_yes,has-spiral-arms-gz2_no,bulge-size-gz2_no,bulge-size-gz2_just-noticeable,bulge-size-gz2_obvious,bulge-size-gz2_dominant,something-odd-gz2_yes,something-odd-gz2_no,how-rounded-gz2_round,how-rounded-gz2_in-between,how-rounded-gz2_cigar,bulge-shape-gz2_round,bulge-shape-gz2_boxy,bulge-shape-gz2_no-bulge,spiral-winding-gz2_tight,spiral-winding-gz2_medium,spiral-winding-gz2_loose,spiral-arm-count-gz2_1,spiral-arm-count-gz2_2,spiral-arm-count-gz2_3,spiral-arm-count-gz2_4,spiral-arm-count-gz2_more-than-4,spiral-arm-count-gz2_cant-tell,smooth-or-featured-gz2_total-votes,smooth-or-featured-gz2_smooth_fraction,smooth-or-featured-gz2_featured-or-disk_fraction,smooth-or-featured-gz2_artifact_fraction,disk-edge-on-gz2_total-votes,disk-edge-on-gz2_yes_fraction,disk-edge-on-gz2_no_fraction,has-spiral-arms-gz2_total-votes,has-spiral-arms-gz2_yes_fraction,has-spiral-arms-gz2_no_fraction,bar-gz2_total-votes,bar-gz2_yes_fraction,bar-gz2_no_fraction,bulge-size-gz2_total-votes,bulge-size-gz2_dominant_fraction,bulge-size-gz2_obvious_fraction,bulge-size-gz2_just-noticeable_fraction,bulge-size-gz2_no_fraction,something-odd-gz2_total-votes,something-odd-gz2_yes_fraction,something-odd-gz2_no_fraction,how-rounded-gz2_total-votes,how-rounded-gz2_round_fraction,how-rounded-gz2_in-between_fraction,how-rounded-gz2_cigar_fraction,bulge-shape-gz2_total-votes,bulge-shape-gz2_round_fraction,bulge-shape-gz2_boxy_fraction,bulge-shape-gz2_no-bulge_fraction,spiral-winding-gz2_total-votes,spiral-winding-gz2_tight_fraction,spiral-winding-gz2_medium_fraction,spiral-winding-gz2_loose_fraction,spiral-arm-count-gz2_total-votes,spiral-arm-count-gz2_1_fraction,spiral-arm-count-gz2_2_fraction,spiral-arm-count-gz2_3_fraction,spiral-arm-count-gz2_4_fraction,spiral-arm-count-gz2_more-than-4_fraction,spiral-arm-count-gz2_cant-tell_fraction,file_loc,subfolder,iauname,smooth-or-featured-gz2_semantic,disk-edge-on-gz2_semantic,has-spiral-arms-gz2_semantic,bar-gz2_semantic,bulge-size-gz2_semantic,something-odd-gz2_semantic,how-rounded-gz2_semantic,bulge-shape-gz2_semantic,spiral-winding-gz2_semantic,spiral-arm-count-gz2_semantic,summary,leaf_prob,label,filename,id_str,objid,sample,asset_id,name,pgc,img_name,row_txt
181.123596191,20.3162822723,8,26,0,6,20,1,19,2,18,0,0,9,11,30,4,1,7,0,6,0,0,1,0,1,0,0,0,0,0,2,34,0.23529411764705882,0.7647058823529411,0.0,26,0.23076923076923078,0.7692307692307693,20,0.1,0.9,20,0.05,0.95,20,0.55,0.45,0.0,0.0,34,0.8823529411764706,0.11764705882352941,8,0.125,0.875,0.0,6,1.0,0.0,0.0,2,0.5,0.0,0.5,2,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/588023/588023669707440191.jpg,588023,J120429.79+201901.0,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_dominant,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.5029411764705882,6,588023669707440191.jpg,588023669707440191,588023669707440191,original,237024,NGC 4074,38207,237024,3783
233.707351685,7.095868587489999,13,25,1,0,25,1,24,11,14,2,23,0,0,21,17,2,11,0,0,0,0,6,5,0,0,0,0,0,0,11,39,0.3333333333333333,0.6410256410256411,0.02564102564102564,25,0.0,1.0,25,0.44,0.56,25,0.04,0.96,25,0.0,0.0,0.92,0.08,38,0.5526315789473685,0.4473684210526316,13,0.15384615384615385,0.8461538461538461,0.0,0,,,,11,0.5454545454545454,0.45454545454545453,0.0,11,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/587736/587736543100010936.jpg,587736,J153449.76+070545.1,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_just-noticeable,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.34461538461538466,6,587736543100010936.jpg,587736543100010936,587736543100010936,original,92169,J153449.76+070545.1,.......,92169,7862
255.174041748,37.7352409363,13,34,0,0,33,15,19,21,13,0,9,14,11,28,19,4,9,0,0,0,0,6,11,4,11,7,0,0,0,3,47,0.2765957446808511,0.723404255319149,0.0,33,0.0,1.0,34,0.6176470588235294,0.38235294117647056,34,0.4411764705882353,0.5588235294117647,34,0.3235294117647059,0.4117647058823529,0.2647058823529412,0.0,47,0.5957446808510638,0.40425531914893614,13,0.3076923076923077,0.6923076923076923,0.0,0,,,,21,0.2857142857142857,0.5238095238095238,0.19047619047619047,21,0.5238095238095238,0.3333333333333333,0.0,0.0,0.0,0.14285714285714285,data/gz2/images/587729/587729231445950804.jpg,587729,J170041.76+374406.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,unbarred_spiral,0.24968710888610765,4,587729231445950804.jpg,587729231445950804,587729231445950804,original,33048,J170041.77+374407.4,2108193,33048,9066
139.793655396,49.89144134520001,9,35,2,0,35,10,25,14,21,1,7,23,4,28,16,3,4,2,0,0,0,8,4,2,10,0,1,0,0,3,46,0.1956521739130435,0.7608695652173914,0.043478260869565216,35,0.0,1.0,35,0.4,0.6,35,0.2857142857142857,0.7142857142857143,35,0.11428571428571428,0.6571428571428571,0.2,0.02857142857142857,44,0.6363636363636364,0.36363636363636365,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,0,,,,14,0.5714285714285714,0.2857142857142857,0.14285714285714285,14,0.7142857142857143,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,data/gz2/images/587728/587728930807808035.jpg,587728,J091910.47+495329.1,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.32608695652173914,6,587728930807808035.jpg,587728930807808035,587728930807808035,original,27444,KUG 0915+501,.......,27444,1051
152.897491455,12.0920257568,11,29,0,1,28,8,20,18,10,0,2,18,8,22,18,9,2,0,1,0,0,10,7,1,1,17,0,0,0,0,40,0.275,0.725,0.0,29,0.034482758620689655,0.9655172413793104,28,0.6428571428571429,0.35714285714285715,28,0.2857142857142857,0.7142857142857143,28,0.2857142857142857,0.6428571428571429,0.07142857142857142,0.0,40,0.55,0.45,11,0.8181818181818182,0.18181818181818182,0.0,1,1.0,0.0,0.0,18,0.5555555555555556,0.3888888888888889,0.05555555555555555,18,0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,data/gz2/images/587735/587735347487768738.jpg,587735,J101135.39+120531.2,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,unbarred_spiral,0.32142857142857145,4,587735347487768738.jpg,587735347487768738,587735347487768738,original,80318,J101135.37+120531.4,1403649,80318,1709
134.954360962,5.06085538864,10,35,4,1,34,21,14,18,16,1,14,16,3,30,15,2,8,0,1,0,0,10,5,3,0,15,1,0,0,2,49,0.20408163265306123,0.7142857142857143,0.08163265306122448,35,0.02857142857142857,0.9714285714285714,34,0.5294117647058824,0.47058823529411764,35,0.6,0.4,34,0.08823529411764706,0.47058823529411764,0.4117647058823529,0.029411764705882353,45,0.6666666666666666,0.3333333333333333,10,0.2,0.8,0.0,1,1.0,0.0,0.0,18,0.5555555555555556,0.2777777777777778,0.16666666666666666,18,0.0,0.8333333333333334,0.05555555555555555,0.0,0.0,0.1111111111111111,data/gz2/images/587732/587732702854840450.jpg,587732,J085948.79+050336.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,barred_spiral,0.22040816326530613,5,587732702854840450.jpg,587732702854840450,587732702854840450,original,60240,ARK 189,25259,60240,821
200.399841309,15.3216171265,9,26,0,2,24,1,23,7,17,0,8,16,0,25,10,1,6,2,1,0,1,4,2,1,0,0,0,0,0,6,35,0.2571428571428571,0.7428571428571429,0.0,26,0.07692307692307693,0.9230769230769231,24,0.2916666666666667,0.7083333333333334,24,0.041666666666666664,0.9583333333333334,24,0.0,0.6666666666666666,0.3333333333333333,0.0,35,0.7142857142857143,0.2857142857142857,9,0.1111111111111111,0.6666666666666666,0.2222222222222222,2,0.5,0.0,0.5,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,6,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/587738/587738570320642094.jpg,587738,J132135.96+151917.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.46547619047619054,6,587738570320642094.jpg,587738570320642094,587738570320642094,original,112712,CGCG 101-030,46649,112712,5216
118.855377197,39.1860771179,1,41,2,1,40,23,17,30,10,0,10,24,6,26,16,0,1,0,1,0,0,10,15,5,0,10,3,0,1,16,44,0.022727272727272728,0.9318181818181818,0.045454545454545456,41,0.024390243902439025,0.975609756097561,40,0.75,0.25,40,0.575,0.425,40,0.15,0.6,0.25,0.0,42,0.6190476190476191,0.38095238095238093,1,0.0,1.0,0.0,1,1.0,0.0,0.0,30,0.3333333333333333,0.5,0.16666666666666666,30,0.0,0.3333333333333333,0.1,0.0,0.03333333333333333,0.5333333333333333,data/gz2/images/587728/587728670414733470.jpg,587728,J075525.29+391109.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,spiral-winding-gz2_medium,spiral-arm-count-gz2_cant-tell,barred_spiral,0.3920454545454545,5,587728670414733470.jpg,587728670414733470,587728670414733470,original,24520,MRK 0382,22190,24520,170
187.386611938,11.2155103683,16,23,4,0,23,1,22,10,13,0,2,12,9,20,19,15,1,0,0,0,0,7,3,0,2,2,0,1,0,5,43,0.37209302325581395,0.5348837209302325,0.09302325581395349,23,0.0,1.0,23,0.43478260869565216,0.5652173913043478,23,0.043478260869565216,0.9565217391304348,23,0.391304347826087,0.5217391304347826,0.08695652173913043,0.0,39,0.5128205128205128,0.48717948717948717,16,0.9375,0.0625,0.0,0,,,,10,0.7,0.3,0.0,10,0.2,0.2,0.0,0.1,0.0,0.5,data/gz2/images/587734/587734894366883919.jpg,587734,J122932.79+111255.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.28918099089989885,6,587734894366883919.jpg,587734894366883919,587734894366883919,original,76179,VIII Zw 188,41210,76179,4308
126.865791321,36.8237304688,3,28,0,0,28,14,14,20,8,0,8,16,4,17,14,2,1,0,0,0,0,6,9,5,0,18,1,1,0,0,31,0.0967741935483871,0.9032258064516129,0.0,28,0.0,1.0,28,0.7142857142857143,0.2857142857142857,28,0.5,0.5,28,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,31,0.5483870967741935,0.45161290322580644,3,0.6666666666666666,0.3333333333333333,0.0,0,,,,20,0.3,0.45,0.25,20,0.0,0.9,0.05,0.05,0.0,0.0,data/gz2/images/587731/587731680115556546.jpg,587731,J082727.78+364925.4,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,deadlock,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,spiral-winding-gz2_medium,spiral-arm-count-gz2_2,,1.0,-1,587731680115556546.jpg,587731680115556546,587731680115556546,original,45560,J082727.82+364925.8,2087632,45560,470
207.07568359400005,18.3571338654,6,38,0,1,37,37,0,4,33,0,6,20,11,40,4,3,2,1,1,0,0,3,0,1,0,4,0,0,0,0,44,0.13636363636363635,0.8636363636363636,0.0,38,0.02631578947368421,0.9736842105263158,37,0.10810810810810811,0.8918918918918919,37,1.0,0.0,37,0.2972972972972973,0.5405405405405406,0.16216216216216217,0.0,44,0.9090909090909091,0.09090909090909091,6,0.5,0.3333333333333333,0.16666666666666666,1,1.0,0.0,0.0,4,0.75,0.0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,data/gz2/images/587742/587742576451452990.jpg,587742,J134818.16+182125.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587742576451452990.jpg,587742576451452990,587742576451452990,original,175604,CGCG 102-062,48960,175604,5757
215.992584229,65.2167282104,5,29,0,2,27,9,18,15,12,0,0,15,12,22,12,0,5,0,2,0,0,2,5,8,0,11,0,0,0,4,34,0.14705882352941177,0.8529411764705882,0.0,29,0.06896551724137931,0.9310344827586207,27,0.5555555555555556,0.4444444444444444,27,0.3333333333333333,0.6666666666666666,27,0.4444444444444444,0.5555555555555556,0.0,0.0,34,0.6470588235294118,0.35294117647058826,5,0.0,1.0,0.0,2,1.0,0.0,0.0,15,0.13333333333333333,0.3333333333333333,0.5333333333333333,15,0.0,0.7333333333333333,0.0,0.0,0.0,0.26666666666666666,data/gz2/images/587725/587725552828612618.jpg,587725,J142358.21+651300.2,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,unbarred_spiral,0.2941176470588235,4,587725552828612618.jpg,587725552828612618,587725552828612618,original,10590,J142358.15+651259.7,2675518,10590,6396
184.485733032,28.0737667084,11,25,0,1,24,4,20,5,19,0,1,20,3,33,3,11,0,0,1,0,0,3,2,0,0,3,0,0,0,2,36,0.3055555555555556,0.6944444444444444,0.0,25,0.04,0.96,24,0.20833333333333334,0.7916666666666666,24,0.16666666666666666,0.8333333333333334,24,0.125,0.8333333333333334,0.041666666666666664,0.0,36,0.9166666666666666,0.08333333333333333,11,1.0,0.0,0.0,1,1.0,0.0,0.0,5,0.6,0.4,0.0,5,0.0,0.6,0.0,0.0,0.0,0.4,data/gz2/images/587741/587741602568798301.jpg,587741,J121756.57+280425.5,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.43981481481481477,6,587741602568798301.jpg,587741602568798301,587741602568798301,original,155152,J121756.59+280426.0,1825558,155152,4079
161.385986328,2.13901114464,13,22,2,0,22,0,22,5,17,0,3,11,8,27,8,9,4,0,0,0,0,4,1,0,0,0,0,0,0,5,37,0.35135135135135137,0.5945945945945946,0.05405405405405406,22,0.0,1.0,22,0.22727272727272727,0.7727272727272727,22,0.0,1.0,22,0.36363636363636365,0.5,0.13636363636363635,0.0,35,0.7714285714285715,0.22857142857142856,13,0.6923076923076923,0.3076923076923077,0.0,0,,,,5,0.8,0.2,0.0,5,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/587728/587728308562362410.jpg,587728,,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.4594594594594595,6,587728308562362410.jpg,587728308562362410,587728308562362410,original,23292,J104532.61+020820.3,1217158,23292,2251
209.649810791,17.678625106800002,12,26,3,0,26,5,21,10,16,3,19,2,2,23,15,4,8,0,0,0,0,9,1,0,0,4,0,0,0,6,41,0.2926829268292683,0.6341463414634146,0.07317073170731707,26,0.0,1.0,26,0.38461538461538464,0.6153846153846154,26,0.19230769230769232,0.8076923076923077,26,0.07692307692307693,0.07692307692307693,0.7307692307692307,0.11538461538461539,38,0.6052631578947368,0.39473684210526316,12,0.3333333333333333,0.6666666666666666,0.0,0,,,,10,0.9,0.1,0.0,10,0.0,0.4,0.0,0.0,0.0,0.6,data/gz2/images/587742/587742550139732128.jpg,587742,J135835.95+174043.0,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_just-noticeable,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.3151969981238274,6,587742550139732128.jpg,587742550139732128,587742550139732128,original,171643,J135835.86+174043.1,1538726,171643,5962
159.724563599,-0.94163274765,8,32,0,1,31,0,31,6,25,0,6,23,2,33,7,7,1,0,1,0,0,4,1,1,1,1,0,0,0,4,40,0.2,0.8,0.0,32,0.03125,0.96875,31,0.1935483870967742,0.8064516129032258,31,0.0,1.0,31,0.06451612903225806,0.7419354838709677,0.1935483870967742,0.0,40,0.825,0.175,8,0.875,0.125,0.0,1,1.0,0.0,0.0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,data/gz2/images/588848/588848898830041313.jpg,588848,J103853.89-005629.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.625,6,588848898830041313.jpg,588848898830041313,588848898830041313,original,241745,J10385391-0056300,1130844,241745,2157
154.9324646,49.842464447,23,21,3,1,20,2,18,1,19,0,3,11,6,28,15,20,3,0,1,0,0,1,0,0,0,0,0,0,0,1,47,0.48936170212765956,0.44680851063829785,0.06382978723404255,21,0.047619047619047616,0.9523809523809523,20,0.05,0.95,20,0.1,0.9,20,0.3,0.55,0.15,0.0,43,0.6511627906976745,0.3488372093023256,23,0.8695652173913043,0.13043478260869565,0.0,1,1.0,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/587733/587733079194206301.jpg,587733,J101943.79+495032.8,smooth-or-featured-gz2_smooth,-,-,-,-,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587733079194206301.jpg,587733079194206301,587733079194206301,original,63640,J101943.82+495032.3,2355120,63640,1820
142.519454956,44.2394371033,18,37,1,0,37,11,26,15,22,1,22,11,3,31,24,3,14,1,0,0,0,8,6,1,1,8,0,0,0,6,56,0.32142857142857145,0.6607142857142857,0.017857142857142856,37,0.0,1.0,37,0.40540540540540543,0.5945945945945946,37,0.2972972972972973,0.7027027027027027,37,0.08108108108108109,0.2972972972972973,0.5945945945945946,0.02702702702702703,55,0.5636363636363636,0.43636363636363634,18,0.16666666666666666,0.7777777777777778,0.05555555555555555,0,,,,15,0.5333333333333333,0.4,0.06666666666666667,15,0.06666666666666667,0.5333333333333333,0.0,0.0,0.0,0.4,data/gz2/images/587732/587732054321070153.jpg,587732,J093004.66+441421.9,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_just-noticeable,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.27606177606177607,6,587732054321070153.jpg,587732054321070153,587732054321070153,original,51014,J093004.63+441421.9,2239829,51014,1200
204.959014893,18.7147274017,4,34,3,1,33,30,3,15,18,0,3,23,7,32,6,1,3,0,1,0,0,8,5,2,1,9,0,0,0,5,41,0.0975609756097561,0.8292682926829268,0.07317073170731707,34,0.029411764705882353,0.9705882352941176,33,0.45454545454545453,0.5454545454545454,33,0.9090909090909091,0.09090909090909091,33,0.21212121212121213,0.696969696969697,0.09090909090909091,0.0,38,0.8421052631578947,0.15789473684210525,4,0.25,0.75,0.0,1,1.0,0.0,0.0,15,0.5333333333333333,0.3333333333333333,0.13333333333333333,15,0.06666666666666667,0.6,0.0,0.0,0.0,0.3333333333333333,data/gz2/images/587742/587742550674636947.jpg,587742,J133950.16+184253.0,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587742550674636947.jpg,587742550674636947,587742550674636947,original,171948,J133950.20+184252.8,1567964,171948,5595
229.310012817,21.5855178833,6,32,1,1,31,0,31,2,29,0,2,22,7,36,2,6,0,0,1,0,0,1,1,0,1,0,0,0,0,1,39,0.15384615384615385,0.8205128205128205,0.02564102564102564,32,0.03125,0.96875,31,0.06451612903225806,0.9354838709677419,31,0.0,1.0,31,0.22580645161290322,0.7096774193548387,0.06451612903225806,0.0,38,0.9473684210526315,0.05263157894736842,6,1.0,0.0,0.0,1,1.0,0.0,0.0,2,0.5,0.5,0.0,2,0.5,0.0,0.0,0.0,0.0,0.5,data/gz2/images/587739/587739719767949555.jpg,587739,J151714.40+213507.8,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.7435897435897435,6,587739719767949555.jpg,587739719767949555,587739719767949555,original,137623,PRC D-51,.......,137623,7495
216.578704834,45.1752967834,24,16,2,0,16,3,13,2,14,0,2,14,0,23,17,19,4,1,0,0,0,1,1,0,0,2,0,0,0,0,42,0.5714285714285714,0.38095238095238093,0.047619047619047616,16,0.0,1.0,16,0.125,0.875,16,0.1875,0.8125,16,0.0,0.875,0.125,0.0,40,0.575,0.425,24,0.7916666666666666,0.16666666666666666,0.041666666666666664,0,,,,2,0.5,0.5,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,data/gz2/images/587735/587735489745780947.jpg,587735,,smooth-or-featured-gz2_smooth,-,-,-,-,something-odd-gz2_yes,how-rounded-gz2_round,-,-,-,smooth_round,0.45238095238095233,1,587735489745780947.jpg,587735489745780947,587735489745780947,original,82977,J142618.90+451031.5,3486733,82977,6433
142.169815063,12.6172952652,5,50,1,1,49,25,24,15,34,0,9,28,12,34,21,2,2,1,1,0,0,4,5,6,1,10,0,0,0,4,56,0.08928571428571429,0.8928571428571429,0.017857142857142856,50,0.02,0.98,49,0.30612244897959184,0.6938775510204082,49,0.5102040816326531,0.4897959183673469,49,0.24489795918367346,0.5714285714285714,0.1836734693877551,0.0,55,0.6181818181818182,0.38181818181818183,5,0.4,0.4,0.2,1,1.0,0.0,0.0,15,0.26666666666666666,0.3333333333333333,0.4,15,0.06666666666666667,0.6666666666666666,0.0,0.0,0.0,0.26666666666666666,data/gz2/images/587745/587745402538819658.jpg,587745,J092840.75+123702.2,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,,1.0,-1,587745402538819658.jpg,587745402538819658,587745402538819658,original,187438,CGCG 062-038,26898,187438,1172
140.336730957,52.4286727905,5,27,1,4,23,0,23,6,17,0,3,14,6,20,12,0,5,0,4,0,0,4,2,0,0,0,0,0,0,6,33,0.15151515151515152,0.8181818181818182,0.030303030303030304,27,0.14814814814814814,0.8518518518518519,23,0.2608695652173913,0.7391304347826086,23,0.0,1.0,23,0.2608695652173913,0.6086956521739131,0.13043478260869565,0.0,32,0.625,0.375,5,0.0,1.0,0.0,4,1.0,0.0,0.0,6,0.6666666666666666,0.3333333333333333,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,data/gz2/images/588010/588010134656516154.jpg,588010,J092120.82+522543.2,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.5151515151515151,6,588010134656516154.jpg,588010134656516154,588010134656516154,original,194382,CGCG 264-103,26480,194382,1079
169.264343262,36.1413040161,10,22,0,2,21,4,17,6,15,0,7,13,1,17,16,1,9,0,2,0,0,4,1,1,0,4,0,0,0,2,32,0.3125,0.6875,0.0,23,0.08695652173913043,0.9130434782608695,21,0.2857142857142857,0.7142857142857143,21,0.19047619047619047,0.8095238095238095,21,0.047619047619047616,0.6190476190476191,0.3333333333333333,0.0,33,0.5151515151515151,0.48484848484848486,10,0.1,0.9,0.0,2,1.0,0.0,0.0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,data/gz2/images/587738/587738616488591367.jpg,587738,J111703.44+360828.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.3629658385093168,6,587738616488591367.jpg,587738616488591367,587738616488591367,original,114084,UGC 06298,34440,114084,2945
205.62966918900003,58.2107276917,5,33,1,4,29,20,9,16,13,0,5,23,1,24,14,0,5,0,4,0,0,2,10,4,3,10,0,0,0,3,39,0.1282051282051282,0.8461538461538461,0.02564102564102564,33,0.12121212121212122,0.8787878787878788,29,0.5517241379310345,0.4482758620689655,29,0.6896551724137931,0.3103448275862069,29,0.034482758620689655,0.7931034482758621,0.1724137931034483,0.0,38,0.631578947368421,0.3684210526315789,5,0.0,1.0,0.0,4,1.0,0.0,0.0,16,0.125,0.625,0.25,16,0.1875,0.625,0.0,0.0,0.0,0.1875,data/gz2/images/587732/587732590647115861.jpg,587732,J134231.12+581238.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_yes,bar-gz2_yes,bulge-size-gz2_obvious,something-odd-gz2_yes,-,-,-,-,barred_spiral,0.28293545534924847,5,587732590647115861.jpg,587732590647115861,587732590647115861,original,58843,J134231.13+581238.7,2575900,58843,5662
132.78033447299998,4.81018590927,17,31,1,3,28,4,24,7,21,0,4,11,13,34,14,10,7,0,3,0,0,4,3,0,0,7,0,0,0,0,49,0.3469387755102041,0.6326530612244898,0.02040816326530612,31,0.0967741935483871,0.9032258064516129,28,0.25,0.75,28,0.14285714285714285,0.8571428571428571,28,0.4642857142857143,0.39285714285714285,0.14285714285714285,0.0,48,0.7083333333333334,0.2916666666666667,17,0.5882352941176471,0.4117647058823529,0.0,3,1.0,0.0,0.0,7,0.5714285714285714,0.42857142857142855,0.0,7,0.0,1.0,0.0,0.0,0.0,0.0,data/gz2/images/587732/587732578297905515.jpg,587732,J085107.28+044836.6,smooth-or-featured-gz2_featured-or-disk,disk-edge-on-gz2_no,has-spiral-arms-gz2_no,bar-gz2_no,bulge-size-gz2_dominant,something-odd-gz2_yes,-,-,-,-,featured_without_bar_or_spiral,0.36734693877551017,6,587732578297905515.jpg,587732578297905515,587732578297905515,original,57081,J085107.29+044836.4,3451932,57081,721
